Unnamed: 0,Protein1_ID,class,IAV Segment,IAV Strain
3830,Q9GZM8,Human,,
3831,Q569H4,Human,,
3832,Q9NP58,Human,,
3833,Q8N4C6,Human,,
3834,P17535,Human,,
3835,Q8NCG7,Human,,
3836,P08572,Human,,
3837,P52333,Human,,
3838,P49815,Human,,
3839,P52961,Human,,
3840,Q96L15,Human,,
3841,Q93070,Human,,
3842,Q7Z3D6,Human,,
3843,Q9H161,Human,,
3844,Q86XE3,Human,,
3845,P29323,Human,,
3846,Q9NSY0,Human,,
3847,Q01433,Human,,
3848,P08754,Human,,
3849,P34096,Human,,
3850,Q93091,Human,,
3851,P07998,Human,,
3852,Q8N158,Human,,
3853,Q8N5J2,Human,,
3854,P48382,Human,,
3855,Q9BYD2,Human,,
3856,P31949,Human,,
3857,Q04671,Human,,
3858,O95714,Human,,
3859,Q8TC29,Human,,
3860,P51687,Human,,
3861,P17643,Human,,
3862,Q5JTC6,Human,,
3863,P78325,Human,,
3864,Q6ZNA4,Human,,
3865,O75078,Human,,
3866,O43184,Human,,
3867,Q5T197,Human,,
3868,O43915,Human,,
3869,A6NJ46,Human,,
3870,P08397,Human,,
3871,Q9UHD2,Human,,
3872,Q9BZ11,Human,,
3873,Q9H013,Human,,
3874,Q9UHI8,Human,,
3875,Q76LX8,Human,,
3876,Q8TE60,Human,,
3877,Q9UBU3,Human,,
3878,Q9BW92,Human,,
3879,O95428,Human,,
3880,P24387,Human,,
3881,Q6ZMP0,Human,,
3882,O95450,Human,,
3883,P24347,Human,,
3884,P51511,Human,,
3885,Q9ULZ9,Human,,
3886,Q8IU57,Human,,
3887,P15260,Human,,
3888,Q13651,Human,,
3889,Q5JTW2,Human,,
3890,Q9UL03,Human,,
3891,Q9BXJ5,Human,,
3892,Q587I9,Human,,
3893,Q86TG1,Human,,
3894,Q9NPJ1,Human,,
3895,Q96LT9,Human,,
3896,P52655,Human,,
3897,P49006,Human,,
3898,O14625,Human,,
3899,Q9Y3R5,Human,,
3900,P50613,Human,,
3901,Q8IZV5,Human,,
3902,Q96A00,Human,,
3903,Q96H20,Human,,
3904,P43166,Human,,
3905,P35754,Human,,
3906,O75348,Human,,
3907,P52292,Human,,
3908,O00629,Human,,
3909,Q99759,Human,,
3910,Q9BQ04,Human,,
3911,Q9BWF3,Human,,
3912,Q02952,Human,,
3913,Q01995,Human,,
3914,P53814,Human,,
3915,P35580,Human,,
3916,P12956,Human,,
3917,Q8IWT1,Human,,
3918,Q8TE23,Human,,
3919,Q7RTX0,Human,,
3920,P01133,Human,,
3921,Q07157,Human,,
3922,Q02410,Human,,
3923,Q9UDY2,Human,,
3924,Q8N568,Human,,
3925,P62805,Human,,
3926,P49789,Human,,
3927,Q9BYD5,Human,,
3928,Q7Z449,Human,,
3929,Q8NHU3,Human,,
3930,P38936,Human,,
3931,Q96EB6,Human,,
3932,Q9UKB3,Human,,
3933,Q6MZM0,Human,,
3934,Q9BZQ6,Human,,
3935,Q5GLZ8,Human,,
3936,P14543,Human,,
3937,Q96RS0,Human,,
3938,Q9BV36,Human,,
3939,Q7RTS1,Human,,
3940,P28300,Human,,
3941,P51946,Human,,
3942,Q9Y4K0,Human,,
3943,P58215,Human,,
3944,P51512,Human,,
3945,P17787,Human,,
3946,P11230,Human,,
3947,Q16099,Human,,
3948,Q16478,Human,,
3949,P56748,Human,,
3950,P32297,Human,,
3951,P54849,Human,,
3952,Q14957,Human,,
3953,Q8NE00,Human,,
3954,Q13546,Human,,
3955,Q99727,Human,,
3956,Q92570,Human,,
3957,Q5THR3,Human,,
3958,Q8NDZ4,Human,,
3959,P48995,Human,,
3960,Q6UWL6,Human,,
3961,Q969J5,Human,,
3962,Q9UM82,Human,,
3963,O75161,Human,,
3964,Q9H4D0,Human,,
3965,Q96A44,Human,,
3966,Q07699,Human,,
3967,O60939,Human,,
3968,Q9NY72,Human,,
3969,Q96CP6,Human,,
3970,Q92736,Human,,
3971,P48681,Human,,
3972,Q14653,Human,,
3973,Q12933,Human,,
3974,O00463,Human,,
3975,Q13077,Human,,
3976,Q8IXI2,Human,,
3977,Q9BYZ6,Human,,
3978,Q6UXK5,Human,,
3979,Q96BJ3,Human,,
3980,Q96QV1,Human,,
3981,O43148,Human,,
3982,O43236,Human,,
3983,Q9P0W0,Human,,
3984,Q86WN2,Human,,
3985,Q969F2,Human,,
3986,Q13561,Human,,
3987,P43034,Human,,
3988,O75385,Human,,
3989,Q14457,Human,,
3990,A8MW95,Human,,
3991,O94817,Human,,
3992,P06756,Human,,
3993,P18084,Human,,
3994,Q13627,Human,,
3995,Q96JH8,Human,,
3996,P05106,Human,,
3997,P98164,Human,,
3998,Q6IQ26,Human,,
3999,P41223,Human,,
4000,O95208,Human,,
4001,Q13472,Human,,
4002,Q13045,Human,,
4003,P34897,Human,,
4004,O94762,Human,,
4005,P54132,Human,,
4006,P10275,Human,,
4007,P20366,Human,,
4008,Q9NRA1,Human,,
4009,Q01831,Human,,
4010,O43278,Human,,
4011,Q92541,Human,,
4012,Q6PD62,Human,,
4013,Q04912,Human,,
4014,Q03112,Human,,
4015,Q9NZ94,Human,,
4016,O15041,Human,,
4017,Q9UQ49,Human,,
4018,Q8WWR8,Human,,
4019,Q9UQR1,Human,,
4020,Q96PD5,Human,,
4021,Q16518,Human,,
4022,Q8N5H7,Human,,
4023,P48431,Human,,
4024,Q9NQC8,Human,,
4025,Q16825,Human,,
4026,P19113,Human,,
4027,P78552,Human,,
4028,Q14627,Human,,
4029,Q5VUJ6,Human,,
4030,Q6AI14,Human,,
4031,Q99640,Human,,
4032,Q9NS82,Human,,
4033,P82251,Human,,
4034,O00187,Human,,
4035,Q96E17,Human,,
4036,P05230,Human,,
4037,P21781,Human,,
4038,Q8NFW9,Human,,
4039,Q8TC59,Human,,
4040,Q92913,Human,,
4041,P49674,Human,,
4042,Q76EJ3,Human,,
4043,P48730,Human,,
4044,Q15726,Human,,
4045,P06850,Human,,
4046,Q9P2D6,Human,,
4047,Q9BXF9,Human,,
4048,Q13621,Human,,
4049,O14904,Human,,
4050,O14905,Human,,
4051,P36888,Human,,
4052,Q03013,Human,,
4053,Q8WXR4,Human,,
4054,Q9UK73,Human,,
4055,P29120,Human,,
4056,Q96GE6,Human,,
4057,Q0VF96,Human,,
4058,Q9H0K1,Human,,
4059,Q9Y5J9,Human,,
4060,Q6UX15,Human,,
4061,Q9NP87,Human,,
4062,Q9P2F6,Human,,
4063,Q8NFD2,Human,,
4064,P10109,Human,,
4065,P35659,Human,,
4066,Q9H892,Human,,
4067,O95199,Human,,
4068,P49137,Human,,
4069,P04053,Human,,
4070,Q9UPQ7,Human,,
4071,Q13206,Human,,
4072,Q9NS67,Human,,
4073,Q92805,Human,,
4074,Q9BYH8,Human,,
4075,P48029,Human,,
4076,P47755,Human,,
4077,P52907,Human,,
4078,Q8N6T7,Human,,
4079,Q5T8I9,Human,,
4080,Q8IZ57,Human,,
4081,Q8NF37,Human,,
4082,Q6UWJ1,Human,,
4083,Q9H3C7,Human,,
4084,Q9NRN5,Human,,
4085,O60500,Human,,
4086,Q9Y446,Human,,
4087,O75953,Human,,
4088,Q8WXD9,Human,,
4089,Q9Y572,Human,,
4090,O14920,Human,,
4091,P19235,Human,,
4092,P51617,Human,,
4093,O95163,Human,,
4094,P33076,Human,,
4095,Q149M9,Human,,
4096,Q9Y239,Human,,
4097,Q6NVH7,Human,,
4098,Q96CK0,Human,,
4099,P29597,Human,,
4100,Q7RTR2,Human,,
4101,Q86UT6,Human,,
4102,P13726,Human,,
4103,Q5BKY1,Human,,
4104,Q92619,Human,,
4105,P26012,Human,,
4106,Q13177,Human,,
4107,Q9P286,Human,,
4108,P16471,Human,,
4109,P48357,Human,,
4110,O75061,Human,,
4111,Q7L3B6,Human,,
4112,Q99062,Human,,
4113,Q9BSF8,Human,,
4114,P40189,Human,,
4115,Q3KP44,Human,,
4116,P42702,Human,,
4117,Q99650,Human,,
4118,Q99665,Human,,
4119,Q5VWK5,Human,,
4120,A6NNM8,Human,,
4121,Q8N841,Human,,
4122,Q14626,Human,,
4123,Q15746,Human,,
4124,P14784,Human,,
4125,Q9BXI9,Human,,
4126,Q14213,Human,,
4127,P24394,Human,,
4128,Q14185,Human,,
4129,Q9H7D0,Human,,
4130,Q9HBE5,Human,,
4131,O75462,Human,,
4132,Q9Y616,Human,,
4133,Q9Y3M2,Human,,
4134,P16871,Human,,
4135,Q9C093,Human,,
4136,P08651,Human,,
4137,Q49MG5,Human,,
4138,P35575,Human,,
4139,A6NN92,Human,,
4140,O00305,Human,,
4141,P52630,Human,,
4142,Q6NZI2,Human,,
4143,Q02509,Human,,
4144,Q13009,Human,,
4145,Q5VTT5,Human,,
4146,Q96EK5,Human,,
4147,Q9NYY1,Human,,
4148,Q9UHD0,Human,,
4149,Q8IUI8,Human,,
4150,Q9UMX3,Human,,
4151,P08887,Human,,
4152,P26992,Human,,
4153,P31785,Human,,
4154,O43918,Human,,
4155,Q9NY27,Human,,
4156,O14746,Human,,
4157,P33763,Human,,
4158,P23634,Human,,
4159,P57103,Human,,
4160,Q02086,Human,,
4161,Q9UKL0,Human,,
4162,Q96EB1,Human,,
4163,Q16740,Human,,
4164,Q02447,Human,,
4165,Q9BY32,Human,,
4166,P10696,Human,,
4167,P09923,Human,,
4168,Q96CS7,Human,,
4169,Q9H7P6,Human,,
4170,Q13127,Human,,
4171,Q9H8L6,Human,,
4172,Q6UW01,Human,,
4173,Q8NCQ5,Human,,
4174,Q9BXX0,Human,,
4175,P52179,Human,,
4176,Q8NBQ7,Human,,
4177,Q13813,Human,,
4178,P06307,Human,,
4179,P19525,Human,,
4180,Q92614,Human,,
4181,Q15848,Human,,
4182,Q8WVC6,Human,,
4183,Q13887,Human,,
4184,B2RTY4,Human,,
4185,Q9UKN7,Human,,
4186,Q12778,Human,,
4187,Q86UT5,Human,,
4188,Q5SWX8,Human,,
4189,Q9UBK2,Human,,
4190,Q9BY67,Human,,
4191,Q96KG7,Human,,
4192,Q9BX67,Human,,
4193,A2RU54,Human,,
4194,Q8N3J6,Human,,
4195,Q8N126,Human,,
4196,Q9BZF3,Human,,
4197,Q8IX18,Human,,
4198,Q6STE5,Human,,
4199,P52746,Human,,
4200,Q8IYA7,Human,,
4201,Q9NP08,Human,,
4202,Q2M3M2,Human,,
4203,O75815,Human,,
4204,Q5QJE6,Human,,
4205,Q9UHD4,Human,,
4206,Q05940,Human,,
4207,Q5VWW1,Human,,
4208,P13056,Human,,
4209,Q8N5I2,Human,,
4210,Q96T68,Human,,
4211,Q15047,Human,,
4212,Q9NVJ2,Human,,
4213,Q53H47,Human,,
4214,Q9BYW2,Human,,
4215,Q96L73,Human,,
4216,O96028,Human,,
4217,O94830,Human,,
4218,O60895,Human,,
4219,Q92800,Human,,
4220,Q86VR2,Human,,
4221,Q7Z3H0,Human,,
4222,Q8NEZ4,Human,,
4223,Q53EU6,Human,,
4224,Q03164,Human,,
4225,O15047,Human,,
4226,Q9UPS6,Human,,
4227,A3KN83,Human,,
4228,Q9NQR1,Human,,
4229,Q8WTS6,Human,,
4230,Q9H694,Human,,
4231,O75382,Human,,
4232,Q9C0A6,Human,,
4233,Q86Y97,Human,,
4234,Q86UY8,Human,,
4235,Q6GMV2,Human,,
4236,Q8IYR2,Human,,
4237,Q4FZB7,Human,,
4238,Q9Y496,Human,,
4239,Q96RT1,Human,,
4240,Q8IWU5,Human,,
4241,Q16082,Human,,
4242,Q12988,Human,,
4243,Q9Y2L1,Human,,
4244,P58335,Human,,
4245,Q96RF0,Human,,
4246,Q5VW36,Human,,
4247,A8MW92,Human,,
4248,O14558,Human,,
4249,Q9BQS6,Human,,
4250,Q92925,Human,,
4251,Q2TAC6,Human,,
4252,Q7KZI7,Human,,
4253,Q9BX97,Human,,
4254,P14598,Human,,
4255,Q2NL67,Human,,
4256,Q9NYT0,Human,,
4257,Q96CQ1,Human,,
4258,Q9UIW2,Human,,
4259,Q96T83,Human,,
4260,Q9Y2E8,Human,,
4261,Q5T4D3,Human,,
4262,P19634,Human,,
4263,P48764,Human,,
4264,P36269,Human,,
4265,Q8IUS5,Human,,
4266,Q9UI17,Human,,
4267,Q6ZRF8,Human,,
4268,Q6QHC5,Human,,
4269,P14902,Human,,
4270,Q6ZQW0,Human,,
4271,P04150,Human,,
4272,Q9Y6Y1,Human,,
4273,P08235,Human,,
4274,Q96MN9,Human,,
4275,A6NFH5,Human,,
4276,P15090,Human,,
4277,P02689,Human,,
4278,Q01469,Human,,
4279,Q9H2A2,Human,,
4280,Q9NT22,Human,,
4281,Q9NQV8,Human,,
4282,Q9HAZ2,Human,,
4283,Q9GZV8,Human,,
4284,Q9NQV7,Human,,
4285,Q9H4Q3,Human,,
4286,Q9H1R3,Human,,
4287,Q96JC1,Human,,
4288,Q9NQX0,Human,,
4289,P57071,Human,,
4290,Q9H7B4,Human,,
4291,Q9H4Q4,Human,,
4292,P51161,Human,,
4293,P14174,Human,,
4294,Q8WUY9,Human,,
4295,P49720,Human,,
4296,Q13162,Human,,
4297,Q04760,Human,,
4298,O43315,Human,,
4299,Q9NXB0,Human,,
4300,Q5HYA8,Human,,
4301,Q8WXH5,Human,,
4302,O60315,Human,,
4303,O60469,Human,,
4304,P35612,Human,,
4305,O14544,Human,,
4306,O75159,Human,,
4307,P61006,Human,,
4308,O14512,Human,,
4309,Q99704,Human,,
4310,P45452,Human,,
4311,O60496,Human,,
4312,P10599,Human,,
4313,Q06830,Human,,
4314,P18847,Human,,
4315,Q9NX09,Human,,
4316,Q9NSE2,Human,,
4317,O95716,Human,,
4318,Q14938,Human,,
4319,Q96JB6,Human,,
4320,Q96F85,Human,,
4321,P06748,Human,,
4322,Q8N271,Human,,
4323,P43234,Human,,
4324,Q9P2E2,Human,,
4325,Q15276,Human,,
4326,P15428,Human,,
4327,Q17R98,Human,,
4328,Q96BZ9,Human,,
4329,Q9HCL0,Human,,
4330,Q08289,Human,,
4331,Q9UHI7,Human,,
4332,Q6GYQ0,Human,,
4333,Q9Y6R4,Human,,
4334,P98160,Human,,
4335,Q5U5Z8,Human,,
4336,Q8N7B1,Human,,
4337,P31641,Human,,
4338,Q8TEA1,Human,,
4339,Q86WG3,Human,,
4340,Q5SW79,Human,,
4341,Q9NWS1,Human,,
4342,P61764,Human,,
4343,Q9Y2I7,Human,,
4344,Q96BK5,Human,,
4345,P78337,Human,,
4346,Q92824,Human,,
4347,O95185,Human,,
4348,Q6UXZ4,Human,,
4349,P51811,Human,,
4350,Q16665,Human,,
4351,Q6ZRR7,Human,,
4352,Q9H3U1,Human,,
4353,Q9NR56,Human,,
4354,Q8IV48,Human,,
4355,Q5VZF2,Human,,
4356,Q9NUK0,Human,,
4357,Q9BXB5,Human,,
4358,Q3B8N5,Human,,
4359,P01282,Human,,
4360,P56706,Human,,
4361,O43521,Human,,
4362,Q15042,Human,,
4363,Q13017,Human,,
4364,Q92834,Human,,
4365,Q9P2D7,Human,,
4366,P59044,Human,,
4367,Q86W26,Human,,
4368,Q96RT7,Human,,
4369,Q8NEU8,Human,,
4370,Q12840,Human,,
4371,Q9BYT1,Human,,
4372,Q9H3Z4,Human,,
4373,P42704,Human,,
4374,P10636,Human,,
4375,P50221,Human,,
4376,Q9NZI2,Human,,
4377,Q6ZSM3,Human,,
4378,Q96A54,Human,,
4379,Q86V24,Human,,
4380,Q6ZRK6,Human,,
4381,Q96MZ0,Human,,
4382,Q9ULP0,Human,,
4383,Q8NDM7,Human,,
4384,P22748,Human,,
4385,Q16445,Human,,
4386,Q5TDP6,Human,,
4387,Q01650,Human,,
4388,Q16790,Human,,
4389,P23470,Human,,
4390,Q92973,Human,,
4391,Q8WUU8,Human,,
4392,O43156,Human,,
4393,O95342,Human,,
4394,Q9UI09,Human,,
4395,Q6VAB6,Human,,
4396,Q13237,Human,,
4397,Q6ZMD2,Human,,
4398,Q12809,Human,,
4399,P39059,Human,,
4400,Q5VUY0,Human,,
4401,P55201,Human,,
4402,Q8TBZ2,Human,,
4403,Q5VVC0,Human,,
4404,O15527,Human,,
4405,Q9Y3B2,Human,,
4406,Q8ND83,Human,,
4407,O75052,Human,,
4408,Q86SE8,Human,,
4409,O60885,Human,,
4410,Q9H5J0,Human,,
4411,Q9H2B4,Human,,
4412,Q08379,Human,,
4413,Q9H0Q3,Human,,
4414,Q9NYU2,Human,,
4415,Q8N8R7,Human,,
4416,P13501,Human,,
4417,P13236,Human,,
4418,Q9BYE9,Human,,
4419,Q6IMI4,Human,,
4420,P00167,Human,,
4421,Q93050,Human,,
4422,P16083,Human,,
4423,P15559,Human,,
4424,Q99523,Human,,
4425,Q8TE85,Human,,
4426,Q14CZ0,Human,,
4427,Q9Y6X1,Human,,
4428,Q9NYL4,Human,,
4429,Q9HAR2,Human,,
4430,Q8N1Q1,Human,,
4431,P00915,Human,,
4432,P00918,Human,,
4433,Q8TCQ1,Human,,
4434,O75976,Human,,
4435,P80192,Human,,
4436,Q96RV3,Human,,
4437,Q6PUV4,Human,,
4438,Q96LZ3,Human,,
4439,P63098,Human,,
4440,P12814,Human,,
4441,Q8IU68,Human,,
4442,Q96RD7,Human,,
4443,Q9NTZ6,Human,,
4444,Q5H8C1,Human,,
4445,Q5SZK8,Human,,
4446,P0C091,Human,,
4447,Q6GMV3,Human,,
4448,P54646,Human,,
4449,P35712,Human,,
4450,Q9UMQ3,Human,,
4451,Q9Y5P4,Human,,
4452,Q6VY07,Human,,
4453,O43609,Human,,
4454,Q86VP3,Human,,
4455,Q8N3E9,Human,,
4456,P30419,Human,,
4457,O15195,Human,,
4458,Q8IYG6,Human,,
4459,P34998,Human,,
4460,Q9NZN1,Human,,
4461,Q96HH4,Human,,
4462,Q13449,Human,,
4463,O43194,Human,,
4464,P12271,Human,,
4465,Q92949,Human,,
4466,Q9HCD6,Human,,
4467,A4UGR9,Human,,
4468,P35556,Human,,
4469,B9EJG8,Human,,
4470,O14974,Human,,
4471,O60879,Human,,
4472,Q13409,Human,,
4473,Q9NRI5,Human,,
4474,Q8N987,Human,,
4475,P28329,Human,,
4476,Q15223,Human,,
4477,Q12913,Human,,
4478,Q9P2K8,Human,,
4479,O95782,Human,,
4480,P02778,Human,,
4481,Q07325,Human,,
4482,Q9H0R3,Human,,
4483,Q9UPT6,Human,,
4484,Q9Y2X0,Human,,
4485,Q96JK4,Human,,
4486,P10176,Human,,
4487,Q9BYE2,Human,,
4488,P56703,Human,,
4489,Q4G0X9,Human,,
4490,Q9BXL6,Human,,
4491,A7E2V4,Human,,
4492,Q8WXD5,Human,,
4493,P11801,Human,,
4494,Q9UJV3,Human,,
4495,Q8WVP7,Human,,
4496,Q9UNH5,Human,,
4497,P01116,Human,,
4498,O14511,Human,,
4499,Q58WW2,Human,,
4500,Q16832,Human,,
4501,P16333,Human,,
4502,Q8NCM2,Human,,
4503,Q9BX95,Human,,
4504,Q96FK6,Human,,
4505,Q86YW7,Human,,
4506,Q07890,Human,,
4507,Q9H9P8,Human,,
4508,P09603,Human,,
4509,Q96MV1,Human,,
4510,P23471,Human,,
4511,P04180,Human,,
4512,Q9P2F9,Human,,
4513,Q8N5W9,Human,,
4514,P20309,Human,,
4515,P11229,Human,,
4516,Q9NRB3,Human,,
4517,Q9NZU0,Human,,
4518,O43307,Human,,
4519,P26038,Human,,
4520,Q6ZNL6,Human,,
4521,O00159,Human,,
4522,P43681,Human,,
4523,Q15825,Human,,
4524,Q6UXH8,Human,,
4525,O76050,Human,,
4526,Q2TAL6,Human,,
4527,B2RUY7,Human,,
4528,P24592,Human,,
4529,Q9UGH3,Human,,
4530,Q2VYF4,Human,,
4531,O75410,Human,,
4532,Q9BQS2,Human,,
4533,Q9BYG5,Human,,
4534,Q9NPB6,Human,,
4535,P19419,Human,,
4536,Q9BQG1,Human,,
4537,Q9NPB1,Human,,
4538,O43581,Human,,
4539,Q2TAC2,Human,,
4540,P49327,Human,,
4541,Q9Y462,Human,,
4542,Q5T7P8,Human,,
4543,Q9C0I4,Human,,
4544,Q9UQN3,Human,,
4545,P23743,Human,,
4546,O95156,Human,,
4547,A0FGR8,Human,,
4548,Q5H8A3,Human,,
4549,Q92686,Human,,
4550,O14514,Human,,
4551,Q01167,Human,,
4552,Q5VW38,Human,,
4553,Q9NYI0,Human,,
4554,Q9NP74,Human,,
4555,Q9HCJ3,Human,,
4556,Q6TCH4,Human,,
4557,Q96JQ0,Human,,
4558,Q92900,Human,,
4559,Q9HAU5,Human,,
4560,Q96Q15,Human,,
4561,Q86US8,Human,,
4562,Q92540,Human,,
4563,Q86WV1,Human,,
4564,Q05707,Human,,
4565,Q99715,Human,,
4566,Q4KMZ1,Human,,
4567,O14788,Human,,
4568,P26006,Human,,
4569,Q13637,Human,,
4570,P28290,Human,,
4571,O15432,Human,,
4572,Q9UGN5,Human,,
4573,O94988,Human,,
4574,P07814,Human,,
4575,Q9Y2B9,Human,,
4576,Q70EL1,Human,,
4577,Q9H987,Human,,
4578,O60359,Human,,
4579,P54750,Human,,
4580,P51828,Human,,
4581,Q9H1H9,Human,,
4582,P48788,Human,,
4583,P19429,Human,,
4584,P19237,Human,,
4585,P0C7T5,Human,,
4586,Q6NT76,Human,,
4587,P53396,Human,,
4588,Q9NUW8,Human,,
4589,Q6X4W1,Human,,
4590,Q9BWH6,Human,,
4591,P26599,Human,,
4592,P22897,Human,,
4593,Q9UBG0,Human,,
4594,O60260,Human,,
4595,Q6UWI2,Human,,
4596,Q6FI13,Human,,
4597,Q7L7L0,Human,,
4598,Q9NYL2,Human,,
4599,O76031,Human,,
4600,Q6YP21,Human,,
4601,P29274,Human,,
4602,P51685,Human,,
4603,P51679,Human,,
4604,P41597,Human,,
4605,P19086,Human,,
4606,P35913,Human,,
4607,Q96T53,Human,,
4608,O60516,Human,,
4609,Q96T51,Human,,
4610,Q13882,Human,,
4611,O95996,Human,,
4612,Q69YQ0,Human,,
4613,Q16143,Human,,
4614,O76070,Human,,
4615,Q8IVH8,Human,,
4616,Q9BTF0,Human,,
4617,Q9UPN4,Human,,
4618,Q14134,Human,,
4619,Q9UDY6,Human,,
4620,Q8WV44,Human,,
4621,Q01082,Human,,
4622,Q6ZMW3,Human,,
4623,O95361,Human,,
4624,Q00975,Human,,
4625,A6NF34,Human,,
4626,Q9H6X2,Human,,
4627,Q9NRM0,Human,,
4628,Q9BQ16,Human,,
4629,Q52LW3,Human,,
4630,P16519,Human,,
4631,Q86VV8,Human,,
4632,Q02318,Human,,
4633,Q9UP95,Human,,
4634,Q9H336,Human,,
4635,P54274,Human,,
4636,O43759,Human,,
4637,Q9Y698,Human,,
4638,Q8NEG4,Human,,
4639,Q9UIA0,Human,,
4640,Q9NZQ0,Human,,
4641,Q14184,Human,,
4642,Q9Y458,Human,,
4643,Q96AP7,Human,,
4644,P00451,Human,,
4645,Q07352,Human,,
4646,P43004,Human,,
4647,Q8WVF5,Human,,
4648,Q9Y5P6,Human,,
4649,P07311,Human,,
4650,Q99574,Human,,
4651,Q9Y2J0,Human,,
4652,Q7RTU1,Human,,
4653,P12980,Human,,
4654,Q99583,Human,,
4655,P25116,Human,,
4656,P19484,Human,,
4657,Q9Y5Z0,Human,,
4658,Q96QE2,Human,,
4659,P36956,Human,,
4660,O43157,Human,,
4661,Q9BZ67,Human,,
4662,Q6IE81,Human,,
4663,Q92613,Human,,
4664,P41271,Human,,
4665,P55011,Human,,
4666,Q9UBF8,Human,,
4667,Q9BX68,Human,,
4668,Q9BXM7,Human,,
4669,Q9H7P9,Human,,
4670,A1L390,Human,,
4671,Q9NY59,Human,,
4672,Q7Z434,Human,,
4673,O75581,Human,,
4674,Q5T5C0,Human,,
4675,P41594,Human,,
4676,O95786,Human,,
4677,P57729,Human,,
4678,Q5VZ18,Human,,
4679,Q86UD1,Human,,
4680,Q86SG7,Human,,
4681,Q8N2Q7,Human,,
4682,Q8NFZ4,Human,,
4683,P42658,Human,,
4684,Q5T5U3,Human,,
4685,Q3KQV9,Human,,
4686,Q96B36,Human,,
4687,Q9HC36,Human,,
4688,Q9BV23,Human,,
4689,Q9NVI1,Human,,
4690,Q9BYD1,Human,,
4691,P51153,Human,,
4692,Q8NDW8,Human,,
4693,Q6ZSG2,Human,,
4694,Q92844,Human,,
4695,Q71DI3,Human,,
4696,P68431,Human,,
4697,Q8IWA4,Human,,
4698,Q92930,Human,,
4699,P01023,Human,,
4700,Q99626,Human,,
4701,Q02080,Human,,
4702,Q9BX63,Human,,
4703,Q86YC2,Human,,
4704,P51684,Human,,
4705,Q9NRP7,Human,,
4706,Q9NYF3,Human,,
4707,P36897,Human,,
4708,Q96T91,Human,,
4709,O00533,Human,,
4710,P98174,Human,,
4711,Q8IYD8,Human,,
4712,Q9NZ01,Human,,
4713,Q8N7U6,Human,,
4714,Q96SB3,Human,,
4715,P55268,Human,,
4716,Q58EX2,Human,,
4717,Q9H3Q1,Human,,
4718,Q02833,Human,,
4719,Q8IY63,Human,,
4720,Q6P9A2,Human,,
4721,Q6IQ23,Human,,
4722,Q9NR20,Human,,
4723,Q8WWN8,Human,,
4724,O15069,Human,,
4725,Q969Z0,Human,,
4726,O75128,Human,,
4727,Q96FL8,Human,,
4728,Q13322,Human,,
4729,Q9P0K1,Human,,
4730,P52757,Human,,
4731,O95388,Human,,
4732,P17655,Human,,
4733,O15165,Human,,
4734,Q9NTI7,Human,,
4735,Q5BKX6,Human,,
4736,Q8IWV7,Human,,
4737,Q96K49,Human,,
4738,Q674R7,Human,,
4739,P21359,Human,,
4740,Q66K41,Human,,
4741,O94761,Human,,
4742,Q6ZW61,Human,,
4743,Q8NFA2,Human,,
4744,Q6P4E1,Human,,
4745,P50443,Human,,
4746,Q9BT92,Human,,
4747,P19878,Human,,
4748,Q8NCA5,Human,,
4749,Q9NR09,Human,,
4750,Q14766,Human,,
4751,Q8WUA8,Human,,
4752,Q9BXS9,Human,,
4753,Q96RU8,Human,,
4754,Q92519,Human,,
4755,Q9P086,Human,,
4756,Q13061,Human,,
4757,P16870,Human,,
4758,Q8NDV3,Human,,
4759,Q9NTI5,Human,,
4760,Q7Z6J8,Human,,
4761,O00253,Human,,
4762,P10745,Human,,
4763,Q12879,Human,,
4764,Q8N6P7,Human,,
4765,P48551,Human,,
4766,P42127,Human,,
4767,Q6UWM9,Human,,
4768,P0DTE5,Human,,
4769,P0DTE4,Human,,
4770,Q0ZGT2,Human,,
4771,A2RUS2,Human,,
4772,Q5JUK3,Human,,
4773,Q7Z3Q1,Human,,
4774,Q6UWH4,Human,,
4775,Q330K2,Human,,
4776,Q96A56,Human,,
4777,Q8IZC6,Human,,
4778,P30536,Human,,
4779,Q5TGU0,Human,,
4780,P09681,Human,,
4781,P09919,Human,,
4782,Q5JR12,Human,,
4783,Q5VY43,Human,,
4784,Q9BYN0,Human,,
4785,P42226,Human,,
4786,Q9UL17,Human,,
4787,P05112,Human,,
4788,P42356,Human,,
4789,Q9NYX4,Human,,
4790,O75604,Human,,
4791,Q9NUN5,Human,,
4792,Q9Y252,Human,,
4793,Q9Y4E8,Human,,
4794,Q70CQ2,Human,,
4795,Q9UMW8,Human,,
4796,Q9UK80,Human,,
4797,Q70EL2,Human,,
4798,Q96HB5,Human,,
4799,P21580,Human,,
4800,Q9UGI0,Human,,
4801,Q96FJ0,Human,,
4802,O00303,Human,,
4803,Q6U841,Human,,
4804,O95999,Human,,
4805,Q8NCM8,Human,,
4806,Q5GFL6,Human,,
4807,Q96KN7,Human,,
4808,Q68CZ1,Human,,
4809,Q15303,Human,,
4810,P80217,Human,,
4811,Q14324,Human,,
4812,O75145,Human,,
4813,Q96C34,Human,,
4814,Q9NX95,Human,,
4815,Q14997,Human,,
4816,Q6H8Q1,Human,,
4817,Q8N556,Human,,
4818,Q5T2S8,Human,,
4819,P41279,Human,,
